id,question,choices,prompt,response,ground_truth,correct,response_time
9-694,why must a cell delegate its essential functionalities?,"['all of these', 'to maximize work distribution', 'to avoid extra work', 'to catch its prey']","Question: why must a cell delegate its essential functionalities?
Choices:
A: all of these
B: to maximize work distribution
C: to avoid extra work
D: to catch its prey
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The cell",B,False,25.947754
611,On the moon people are pulled down,"['the same', 'more', 'unpredictably', 'less']","Question: On the moon people are pulled down
Choices:
A: the same
B: more
C: unpredictably
D: less
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The moon",D,False,24.90742
7-1035,It is possible to renew,"['sunflowers', 'oil', 'steel', 'stones']","Question: It is possible to renew
Choices:
A: sunflowers
B: oil
C: steel
D: stones
Which option (A, B, C, or D) is correct?

Answer:","A: sunflowers

B",A,True,24.858407
7-862,Grey clouds often appear before,"['hail', 'heat', 'wind', 'humidity']","Question: Grey clouds often appear before
Choices:
A: hail
B: heat
C: wind
D: humidity
Which option (A, B, C, or D) is correct?

Answer:","A: hail

B:",A,True,24.832747
7-989,A refraction of light that splits into all different colors often occurs after,"['clouds', 'rain', 'heat', 'earthquakes']","Question: A refraction of light that splits into all different colors often occurs after
Choices:
A: clouds
B: rain
C: heat
D: earthquakes
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The refraction of",B,False,25.525144
7-978,Acid rain may effect things in ways such as,"['causing grass to grow greener', 'creating craters in mountains', 'turning city streets to slush', 'marine life becomes inedible']","Question: Acid rain may effect things in ways such as
Choices:
A: causing grass to grow greener
B: creating craters in mountains
C: turning city streets to slush
D: marine life becomes inedible
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to EL",D,True,26.056546
1467,"When hurricanes move over land, the hurricane does what?","['speeds up a considerate amount', 'stops almost at once', 'gains a lot of strength', 'loses capacity to withstand great force or pressure']","Question: When hurricanes move over land, the hurricane does what?
Choices:
A: speeds up a considerate amount
B: stops almost at once
C: gains a lot of strength
D: loses capacity to withstand great force or pressure
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to EL",D,True,26.617847
7-900,"If you add heat to something, a chemical reaction may take place, like when","['ingredients are mixed in a bowl', 'coffee is warmed in a microwave', 'mixed ingredients become a cupcake', 'pasta is warmed on a stove']","Question: If you add heat to something, a chemical reaction may take place, like when
Choices:
A: ingredients are mixed in a bowl
B: coffee is warmed in a microwave
C: mixed ingredients become a cupcake
D: pasta is warmed on a stove
Which option (A, B, C, or D) is correct?

Answer:","A and B are correct.

C is",C,False,27.373725
212,What does a skunk produce?,"['carbonated water with bubbles', 'x-rays made from radiation', 'sulfur-containing analog of an alcohol', 'ammonia containing some liquid']","Question: What does a skunk produce?
Choices:
A: carbonated water with bubbles
B: x-rays made from radiation
C: sulfur-containing analog of an alcohol
D: ammonia containing some liquid
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The skunk produces",C,False,26.581915
1484,In which situation would an animal shed fur?,"['It is angry', 'It is hot', 'It is cold', 'It is happy']","Question: In which situation would an animal shed fur?
Choices:
A: It is angry
B: It is hot
C: It is cold
D: It is happy
Which option (A, B, C, or D) is correct?

Answer:","\begin{blockquote}

 A",B,False,25.485563
27,If seeds stick to the coat of an animal they can be?,"['stored', 'transported', 'eaten', 'germinated']","Question: If seeds stick to the coat of an animal they can be?
Choices:
A: stored
B: transported
C: eaten
D: germinated
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The seeds stick",B,False,25.756436
927,White blood cells,"['encourage pathogen growth', 'increase pathogen production', 'obliterate pathogens', 'join with pathogens']","Question: White blood cells
Choices:
A: encourage pathogen growth
B: increase pathogen production
C: obliterate pathogens
D: join with pathogens
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

White blood",C,False,25.386286
9-272,A thermal conductor may conduct energy from,"['ice', 'stone', 'sunshine', 'fabric']","Question: A thermal conductor may conduct energy from
Choices:
A: ice
B: stone
C: sunshine
D: fabric
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Physics",C,False,24.923101
9-847,Pulse accelerates,"['when cooling down after a work out', 'when running pace increases', 'when running pace slows', 'when entering into a sleep state']","Question: Pulse accelerates
Choices:
A: when cooling down after a work out
B: when running pace increases
C: when running pace slows
D: when entering into a sleep state
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The pul",B,False,25.735636
7-457,Bicycle riding is nearly unique to certain species such as,"['dolphins', 'human beings', 'dogs', 'small squirrels']","Question: Bicycle riding is nearly unique to certain species such as
Choices:
A: dolphins
B: human beings
C: dogs
D: small squirrels
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",B,False,25.668445
7-973,A species that has only 1 living member,"['has already become extinct', 'can reproduce through asexual reproduction', 'is on the verge of extinction', 'should be preserved in a museum']","Question: A species that has only 1 living member
Choices:
A: has already become extinct
B: can reproduce through asexual reproduction
C: is on the verge of extinction
D: should be preserved in a museum
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The species is ext",C,False,26.376957
8-412,Springtime with animals can mean:,"['thicker fur on the animal', 'less hair on the furniture', 'lighter colored fur on the animal.', 'more hair on the furniture']","Question: Springtime with animals can mean:
Choices:
A: thicker fur on the animal
B: less hair on the furniture
C: lighter colored fur on the animal.
D: more hair on the furniture
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to EL",D,True,25.96641
9-503,migration is when animals travel from the northern most state to Texas during what segment of time?,"['birds', 'spring', 'lake fronts', 'winter']","Question: migration is when animals travel from the northern most state to Texas during what segment of time?
Choices:
A: birds
B: spring
C: lake fronts
D: winter
Which option (A, B, C, or D) is correct?

Answer:","A: birds

B: spring",D,False,25.557598
1015,Transpiration can contribute to,"['animals', 'rain', 'wind', 'flowers']","Question: Transpiration can contribute to
Choices:
A: animals
B: rain
C: wind
D: flowers
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to the",B,False,25.12656
801,Smoothing will occur,"['if two pebbles rub together over long periods of time', 'if an abrasive is rubbed against cement', 'if flint is struck against stone', 'if bricks are thrown at each other']","Question: Smoothing will occur
Choices:
A: if two pebbles rub together over long periods of time
B: if an abrasive is rubbed against cement
C: if flint is struck against stone
D: if bricks are thrown at each other
Which option (A, B, C, or D) is correct?

Answer:",A. If two pebbles rub together over,A,True,26.781599
771,Which shows a change from potential energy to kinetic energy?,"['a tree growing fruit', 'a rock sitting still', 'a person climbing a mountain', 'an orange dropping from a tree']","Question: Which shows a change from potential energy to kinetic energy?
Choices:
A: a tree growing fruit
B: a rock sitting still
C: a person climbing a mountain
D: an orange dropping from a tree
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is option D.

The",D,False,28.683603
9-677,The type of climate change known as anthropogenic is caused by this:,"['humanity', 'volcanic activity', 'increased sunlight', 'forest fires']","Question: The type of climate change known as anthropogenic is caused by this:
Choices:
A: humanity
B: volcanic activity
C: increased sunlight
D: forest fires
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to the",A,False,25.622996
8-98,What is one thing cloud precipitation can be?,"['a thunder boom', 'a liquid fire', 'unfavorable weather outlook', 'none of these']","Question: What is one thing cloud precipitation can be?
Choices:
A: a thunder boom
B: a liquid fire
C: unfavorable weather outlook
D: none of these
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: I'm",C,False,25.673115
9-144,Clouds are,"['Grass', 'The color green', 'Quiet heavy', 'Bricks']","Question: Clouds are
Choices:
A: Grass
B: The color green
C: Quiet heavy
D: Bricks
Which option (A, B, C, or D) is correct?

Answer:","\begin{code}
A:",C,False,25.489213
851,Birds reproduce using,"['live birth', 'cloning.', 'eggs', 'mitosis']","Question: Birds reproduce using
Choices:
A: live birth
B: cloning.
C: eggs
D: mitosis
Which option (A, B, C, or D) is correct?

Answer:",A is correct. Birds reproduce using live birth,C,False,25.121908
9-1112,which of these is more similar to electric particles behavior?,"['cars traveling on a highway', 'both of the above', 'cars parked in a parking lot', 'cars in a garage']","Question: which of these is more similar to electric particles behavior?
Choices:
A: cars traveling on a highway
B: both of the above
C: cars parked in a parking lot
D: cars in a garage
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

B is",A,True,26.459826
